HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.WORDS,Answer.categories,Approve,Reject
3Z3R5YC0P2MDHOVJCFCKFWKQNFCTFE,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,33CUSNVVNNCOQ9R2R50K3S32PKR88O,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:22 PDT 2018,Sat Apr 07 09:54:27 PDT 2018,Tue Apr 10 09:54:27 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Tv,6,,
3FCO4VKOZ3CYDCYG41PDSI78MH7E76,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,34FNN24DCM9KIXZI6BRBQLHDG9U5YY,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:25 PDT 2018,Sat Apr 07 09:56:28 PDT 2018,Tue Apr 10 09:56:28 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Hand,4,,
3RZS0FBRWJ98MKI24WDZ2GYQ1Z0CPI,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,34J10VATJFYNLJ3BMLTB28IGMMKQIR,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:59:14 PDT 2018,Sat Apr 07 09:59:18 PDT 2018,Tue Apr 10 09:59:18 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Father,7,,
3B623HUYJ3P3N98HF11OVZ7IYSLS87,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:56 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:56 PDT 2018,,,379J5II41OG0EHLCYXVO07LUKNOELF,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:14 PDT 2018,Sat Apr 07 09:53:23 PDT 2018,Tue Apr 10 09:53:23 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Mollusk,3,,
3QMELQS6Y4A4IGPG7X4LLB6V6VCR6W,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:20 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:20 PDT 2018,,,379J5II41OG0EHLCYXVO07LUKNPELG,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:08 PDT 2018,Sat Apr 07 09:56:14 PDT 2018,Tue Apr 10 09:56:14 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Hanger,5,,
3ZZAYRN1I5Q7N18CBIVA2QT4FG3OTV,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:04 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:04 PDT 2018,,,37UEWGM5HT8CXEMDRTX5FZBZ168R1Y,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:52:16 PDT 2018,Sat Apr 07 09:52:39 PDT 2018,Tue Apr 10 09:52:39 PDT 2018,,,,23,0% (0/0),0% (0/0),0% (0/0),Refrigerator,7,,
32CXT5U14F2J2M0L46WOA0P6JP78U4,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:05 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:05 PDT 2018,,,384PI804XS1OR418AZTAR4XLIGNS0M,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:57:42 PDT 2018,Sat Apr 07 09:57:50 PDT 2018,Tue Apr 10 09:57:50 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Bell,3,,
3CVBMEMMXAFAXMPIU2XJDL4LEXY7HE,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:44 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:44 PDT 2018,,,3BDCF01OGXUYKM23YY7I7ADA2ZRLYZ,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:49:59 PDT 2018,Sat Apr 07 09:50:38 PDT 2018,Tue Apr 10 09:50:38 PDT 2018,,,,39,0% (0/0),0% (0/0),0% (0/0),Telephone,5,,
3TUOHPJXYGWM9RQY7ENH8NRWVEQXWZ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,3BF51CHDTVAZ1VNSZ5HBNQQJ954H0O,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:52:45 PDT 2018,Sat Apr 07 09:52:49 PDT 2018,Tue Apr 10 09:52:49 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Barber Shop,9,,
3OEWW2KGQIA06CCFPSVVXMBICUFODC,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,3BWI6RSP7G91ZWWAU3UEH23TP3JE76,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:33 PDT 2018,Sat Apr 07 09:54:37 PDT 2018,Tue Apr 10 09:54:37 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Mole,3,,
3E6L1VR4XVL7FQK7G24R4MSC371F6P,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:38 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:38 PDT 2018,,,3C5W7UE9CFQTQZUETEMVO9LQ0YOXM8,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:41 PDT 2018,Sat Apr 07 09:53:56 PDT 2018,Tue Apr 10 09:53:56 PDT 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),Humpback Whale,9,,
3DWGDA5POE314150ABXERC4HJQA1V2,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:15 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:15 PDT 2018,,,3C8HJ7UOP7UIVUUTUWAGLU118YOZM9,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:57:22 PDT 2018,Sat Apr 07 09:57:29 PDT 2018,Tue Apr 10 09:57:29 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),Iron,5,,
334ZEL5JX5E681VXMIQKSLXIDXPSOA,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:02 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:02 PDT 2018,,,3CCZ6YKWR7J5HWRAYZZVR4OM70895C,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:06 PDT 2018,Sat Apr 07 09:53:14 PDT 2018,Tue Apr 10 09:53:14 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Chipmunk,4,,
38O9DZ0A61MNEW8VS7PKK3YNU3X26T,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:20 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:20 PDT 2018,,,3CFJTT4SXTQDF1YWQMK52H1LHWRI7K,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:42 PDT 2018,Sat Apr 07 09:56:46 PDT 2018,Tue Apr 10 09:56:46 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Pepper,1,,
374UMBUHN4O6ECB9LDMJ7QZNQ2LCTN,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,3DBQWDE4Y6YQ6YV4Z9I095J6CPRN5R,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:58:15 PDT 2018,Sat Apr 07 09:58:23 PDT 2018,Tue Apr 10 09:58:23 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Marlin,7,,
3G3AJKPCXKRZ0UXO2430W9FEDRLY4K,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:04 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:04 PDT 2018,,,3DY46V3X3PIMG9PYV9MEFOJKL4O55G,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:50:57 PDT 2018,Sat Apr 07 09:51:06 PDT 2018,Tue Apr 10 09:51:06 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Umpire,7,,
32TZXEA1OKJ2AOMLQFWRIM4466D41T,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,3DY46V3X3PIMG9PYV9MEFOJKL4Q55I,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:55:53 PDT 2018,Sat Apr 07 09:55:58 PDT 2018,Tue Apr 10 09:55:58 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Eye Liner,3,,
3AQN9REUTEFC0QGHVF4TZD9KQ4EYDX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:08 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:08 PDT 2018,,,3E337GFOL98OMVKOG51RD2AV2Y4GN1,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:57:16 PDT 2018,Sat Apr 07 09:57:22 PDT 2018,Tue Apr 10 09:57:22 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),Candy,2,,
3OYHVNTV5SX8KIIPH9HI1Z68W3COKP,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,3EJPLAJKEMGG6R917G3ZWY4FIY8Z6Y,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:55:49 PDT 2018,Sat Apr 07 09:55:53 PDT 2018,Tue Apr 10 09:55:53 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Koala Bear,6,,
3HEM8MA6H8BCGLSL9EEUMLN75E0PQZ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,3FFJ6VRIL1OZXQYC5NZWN2RY9ILI0K,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:34 PDT 2018,Sat Apr 07 09:56:41 PDT 2018,Tue Apr 10 09:56:41 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),Lamprey,5,,
3LAZVA75NHQD32EZS3BE13KEF3QO23,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:53 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:53 PDT 2018,,,3FPRZHYEPY700OH9NHGY4PFZKW0V3O,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:40 PDT 2018,Sat Apr 07 09:54:47 PDT 2018,Tue Apr 10 09:54:47 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),Lemming,3,,
3LB1BGHFL1VJHFCEH5484HR6TQ2YTG,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3FQ5JJ512LOTOHG76WM6BU2O9FKKN7,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:05 PDT 2018,Sat Apr 07 09:54:09 PDT 2018,Tue Apr 10 09:54:09 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Pencil,3,,
3DZKABX2ZH4LR4FYQ8MY88N8NN0VCL,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:03 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:03 PDT 2018,,,3G2UL9A02DEXMH3VOLBG5EBG85V76E,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:31 PDT 2018,Sat Apr 07 09:53:36 PDT 2018,Tue Apr 10 09:53:36 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Spinosaurus,9,,
3OCZWXS7ZN6XWEUPXUXK7TJW48C5L4,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:48 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:48 PDT 2018,,,3G5F9DBFOPXFUWO822508JG931IVHV,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:57 PDT 2018,Sat Apr 07 09:55:02 PDT 2018,Tue Apr 10 09:55:02 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Carp,4,,
3VCK0Q0PO4DOP7B9C17N3QRUSV20NH,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,3H8DHMCCW9BK25PUH283FPQUVBHKDO,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:51:07 PDT 2018,Sat Apr 07 09:51:24 PDT 2018,Tue Apr 10 09:51:24 PDT 2018,,,,17,0% (0/0),0% (0/0),0% (0/0),Clam,3,,
3UUSLRKAUK2TL6KG86ETM0PNM567D6,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:21 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:21 PDT 2018,,,3H8DHMCCW9BK25PUH283FPQUVBJDKJ,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:46 PDT 2018,Sat Apr 07 09:56:56 PDT 2018,Tue Apr 10 09:56:56 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),Rags,4,,
3VLL1PIENPN39DHBHAKSOEUL0CPZOM,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:25 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:25 PDT 2018,,,3HFNH7HEMHE9PSXGWXT8HW5079SGQP,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:59:11 PDT 2018,Sat Apr 07 09:59:14 PDT 2018,Tue Apr 10 09:59:14 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),Yellow Jacket,1,,
3Y3N5A7N4F8F4KMU883WI3WEZI6MY3,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:41 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:41 PDT 2018,,,3HMVI3QICJSLUFYZ5OPZNV4W4TOY18,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:48 PDT 2018,Sat Apr 07 09:54:57 PDT 2018,Tue Apr 10 09:54:57 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Greeting Card,4,,
35U0MRQMUI6M0TC1GDVP38HPC1JOVB,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:06 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:06 PDT 2018,,,3KGTPGBS6XLB2RWQERSOPT8O0BQ2UU,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:50:46 PDT 2018,Sat Apr 07 09:50:57 PDT 2018,Tue Apr 10 09:50:57 PDT 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),Partridge,5,,
3V8JSVE8YXPHSWUHRAFD5VR5QGFYEQ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:08 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:08 PDT 2018,,,3L4PIM1GQTG9NKXG3I4ETMM98RHYR3,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:52:58 PDT 2018,Sat Apr 07 09:53:05 PDT 2018,Tue Apr 10 09:53:05 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),Nail File,3,,
3LOJFQ4BOWEHGLR0R032Q5U9SP5KDO,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:38 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:38 PDT 2018,,,3LBXNTKX0RVEJFBK45IQJNF60ZHX99,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:23 PDT 2018,Sat Apr 07 09:53:31 PDT 2018,Tue Apr 10 09:53:31 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Dung Beetle,3,,
3511RHPADUDM11SNU1ANAUOSWQ1RL4,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:23 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:23 PDT 2018,,,3MX2NQ3YC9UVIS981F5977A4E315XT,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:58:56 PDT 2018,Sat Apr 07 09:59:00 PDT 2018,Tue Apr 10 09:59:00 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Shark,8,,
31D0ZWOD09YH5OHK3X2IHK7UTO30AX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:56 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:56 PDT 2018,,,3NPI0JQDAO5SULI7GKDQGAUFS7BTPH,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:52:40 PDT 2018,Sat Apr 07 09:52:44 PDT 2018,Tue Apr 10 09:52:44 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Viper,8,,
3F6045TU7CNLWZVSBN7BE0X3QAF993,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,3OS4RQUCR9FG7MZW2VQ04MAPKUOBF6,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:52:04 PDT 2018,Sat Apr 07 09:52:16 PDT 2018,Tue Apr 10 09:52:16 PDT 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),Gear,6,,
3XT3KXP24YXRPHMXHAAC7J54JZU6I8,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:11 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:11 PDT 2018,,,3OWEPKL089C5T29NN2XX7PX23VKN74,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:54:28 PDT 2018,Sat Apr 07 09:54:32 PDT 2018,Tue Apr 10 09:54:32 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Owl,5,,
38G0E1M85L4HDYWYCZ7Y2E9EUN7VUV,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:10 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:10 PDT 2018,,,3RU7GD8VPOTRFL5SRK8065YTQO0PSR,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:58:48 PDT 2018,Sat Apr 07 09:58:56 PDT 2018,Tue Apr 10 09:58:56 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Glass,6,,
30EMX9PEVJINIAAIOQYRL4G9TSFSKQ,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:01 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:01 PDT 2018,,,3RYC5T2D73TFE65FCV8VGVTX4MEPR0,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:51:25 PDT 2018,Sat Apr 07 09:51:37 PDT 2018,Tue Apr 10 09:51:37 PDT 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),Ice Cream,4,,
33KGGVH24TGT8QAVAQYWFX12Z1HX10,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:27 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:27 PDT 2018,,,3S4AW7T80BIIMFOJ9RJBRL937YVL4H,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:56:56 PDT 2018,Sat Apr 07 09:57:06 PDT 2018,Tue Apr 10 09:57:06 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),Foot,4,,
3CESM1J3EH29QC626RER8AECYARW64,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:17 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:17 PDT 2018,,,3SITXWYCNV9X78QH2PWMATAWOZLXBK,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:55:58 PDT 2018,Sat Apr 07 09:56:07 PDT 2018,Tue Apr 10 09:56:07 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),Roundworm,1,,
3Y40HMYLL0H9HN1TCE8GQZ6ZAYFUXX,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:40:58 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:40:58 PDT 2018,,,3SNVL38CI4SAXDJGH6DSVJ8CAB6KCP,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:53:56 PDT 2018,Sat Apr 07 09:54:04 PDT 2018,Tue Apr 10 09:54:04 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),Supermarket,10,,
3GMLHYZ0LDWYHSR3HAUI9DD8C49YU7,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3SPJ0334213SPWE3VDV5RV0IYAOYJC,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:55:08 PDT 2018,Sat Apr 07 09:55:13 PDT 2018,Tue Apr 10 09:55:13 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),Tissue Box,5,,
3D5G8J4N5932DLH9CUHOXINCB90TV2,3K17V65Z3LYKF53VPWAI4514KML8MF,Pick the best category,Categorize the given object (word) based on how big it generally is,categorize,$0.02 ,Sat Apr 07 09:41:14 PDT 2018,3,BatchId:3184697;OriginalHitTemplateId:926051498;,86400,259200,Sat Apr 07 16:41:14 PDT 2018,,,3V0Z7YWSIY0BF6LQJH2TLFA7EI22VM,A2PJBSDDN22XIX,Submitted,Sat Apr 07 09:58:23 PDT 2018,Sat Apr 07 09:58:27 PDT 2018,Tue Apr 10 09:58:27 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),Floor,9,,
